asset,universe,leverage,strategy,family,cagr,sharpe,vol,maxdd,calmar,total_return,exposure,trades,worst_day,early_cagr,early_sharpe,early_maxdd,early_calmar,early_trades,late_cagr,late_sharpe,late_maxdd,late_calmar,late_trades,stress_cagr,stress_sharpe,stress_maxdd,stress_calmar,rolling3_median_cagr,rolling3_worst_cagr,rolling3_windows,rolling5_median_cagr,rolling5_worst_cagr,rolling5_windows,data_start,data_end,annual_drag
SPY,index,2,PRICE_SMA50_H1,price_hysteresis,0.06175282415204042,0.37839060328588736,0.22730299735385287,-0.7062030067474612,0.08744344552772952,6.426704816531433,0.6887094859313784,116.0,-0.18698748441356405,0.03955929030396099,0.28349754752352596,-0.7062030067474612,0.05601688172662713,72.0,0.0958936807628672,0.5359069621321872,-0.4058921325025333,0.2362541007425629,44.0,0.024167681671050767,0.21972860619978055,-0.8041139860990557,0.030055044544485317,0.06438216892511484,-0.2558882459749784,366.0,0.06436693557863482,-0.1679321491170782,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA50_H2,price_hysteresis,0.04683358284552264,0.31503008840958435,0.23009766603740925,-0.7484952697627427,0.06257031238202466,3.6253654628158785,0.6893030986584352,80.0,-0.18698748441356405,0.015751223687588967,0.18534673766320825,-0.7484952697627427,0.021043852010690426,51.0,0.09518221221598466,0.524614607619467,-0.37686059185775544,0.25256610606797225,29.0,0.014150395443185415,0.17724524404083186,-0.7894540182150881,0.017924280726543996,0.06072442417340573,-0.3003079874971608,366.0,0.05596117576030635,-0.19644615418998568,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA50_H3,price_hysteresis,0.03786071333494645,0.2773614205770562,0.23185869981695226,-0.7492195928231937,0.05053353342279864,2.4677345809225164,0.6760061735723614,59.0,-0.18698748441356405,0.015411633856386553,0.1832377157165383,-0.7492195928231937,0.020570249368830243,38.0,0.07242136406317656,0.4209034156583101,-0.4492924728283785,0.16118980050404763,21.0,0.008462399515682062,0.1535153510749973,-0.7941937441279463,0.010655333888299617,0.03841942205906579,-0.325400816462186,366.0,0.027573135665711068,-0.20092462286904345,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA100_H0,price_hysteresis,0.08131333710648336,0.456708686149059,0.2294789041299425,-0.7908148157281785,0.10282222271166029,12.680044450563832,0.7274130357354862,183.0,-0.18698748441356405,0.039220689346005644,0.282984612844983,-0.7908148157281785,0.04959528901831641,119.0,0.14758175139885887,0.7249643972256529,-0.37520285781291596,0.3933385589308231,64.0,0.033396990758046696,0.2588573649154683,-0.8298078642631257,0.040246654914151025,0.10145570716971875,-0.35850811873131894,366.0,0.08334948927808083,-0.19791636635621312,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA100_H1,price_hysteresis,0.08724864495500007,0.4785660283822096,0.23136118458514499,-0.7646894202135915,0.11409683807398557,15.429988721104301,0.722901579009854,76.0,-0.18698748441356405,0.048500769299781865,0.3204485305677665,-0.7646894202135915,0.06342544831630433,52.0,0.14799353210642097,0.7239731380093547,-0.4207127582495189,0.3517685860590138,24.0,0.05270945132602001,0.33859829180868617,-0.7912187671255781,0.06661804992000933,0.08798758076611157,-0.34012008879466615,366.0,0.08390479975292364,-0.1893938981222948,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA100_H2,price_hysteresis,0.06861204692871947,0.4022183093360061,0.23354484757493008,-0.7650888851298849,0.08967853051096356,8.212497840287577,0.7173216193755194,54.0,-0.18698748441356405,0.02667449774840369,0.23067731618111362,-0.7650888851298849,0.03486457360294198,38.0,0.13466073881308183,0.6616333015456154,-0.5131231160704763,0.2624335848369507,16.0,0.03761292373132141,0.27597191565727636,-0.7925701011272881,0.04745690466726389,0.07082625253985242,-0.3288428068352157,366.0,0.06652970840492933,-0.18724351584977073,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA100_H3,price_hysteresis,0.06427872863291961,0.3830915545875255,0.2364915045741319,-0.759156975297277,0.08467119545038602,7.041323438692054,0.7169654517392853,40.0,-0.18698748441356405,0.017013592489950824,0.1906172187479708,-0.759156975297277,0.022411165336771753,29.0,0.1392196848295062,0.6692774079234342,-0.42213179037238835,0.3298014695995579,11.0,0.035164712478369164,0.2656582027822405,-0.8044558113056073,0.043712422713806875,0.06775628046772741,-0.3221368549436847,366.0,0.05017141398653302,-0.18764473127928372,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA200_H0,price_hysteresis,0.10233089775320892,0.5237425334616089,0.24288764233046703,-0.5449528450302961,0.1877793623547739,25.0521768189502,0.7536507182713997,108.0,-0.18598748441356405,0.0715621409549938,0.40413981940772764,-0.5449528450302961,0.1313180426666373,76.0,0.15009485630238828,0.7111492694156959,-0.37213818322946857,0.4033309750691089,32.0,0.062144738433741464,0.3702583471419845,-0.6519922262068614,0.09531515244481525,0.08601515216584865,-0.17832967516921727,366.0,0.07956537716526668,-0.08695685624056904,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA200_H1,price_hysteresis,0.11600457426406074,0.5740178483196594,0.24334075317336631,-0.4604179126521535,0.25195495456690103,38.35495609106531,0.7494954291820016,49.0,-0.18598748441356405,0.11106183944320147,0.5518914337759586,-0.42108783206169653,0.2637498188903474,29.0,0.12347341551712576,0.6082835039946851,-0.46041791265215315,0.2681768283207744,20.0,0.08318626225223547,0.4508866209275271,-0.48259211759681075,0.17237385199427305,0.09209060495954846,-0.14219126260028192,366.0,0.08985658190496704,-0.046733180625382675,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA200_H2,price_hysteresis,0.13399731310183327,0.6350722889298303,0.24633608757673656,-0.39439832247098805,0.33975122475752956,66.20912965665612,0.7492579840911789,25.0,-0.18598748441356405,0.12561730382687442,0.6048511291660877,-0.38888088460132797,0.3230225727234047,14.0,0.146693928487045,0.6802386462069799,-0.39439832247098805,0.3719435913620951,11.0,0.1038939476298344,0.5255693734584455,-0.42256901680185943,0.24586267212901167,0.11565394013844099,-0.1196693121513035,366.0,0.10505978950599515,-0.031210867758816763,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,PRICE_SMA200_H3,price_hysteresis,0.13520973934778313,0.635175988593545,0.24912592924970248,-0.46242308794450115,0.29239400642558455,68.65582152001049,0.7452214175471922,17.0,-0.18598748441356405,0.13230519383106443,0.622213290884588,-0.3633847089978768,0.3640912524798545,9.0,0.13960320793840109,0.654939836922287,-0.46242308794450193,0.30189497794962106,8.0,0.10627193131835955,0.5312607447459191,-0.4724701652922565,0.2249283428354101,0.11510925364990121,-0.07410677875359628,366.0,0.12281869813044055,-0.03653783801487154,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E4_X1,multi_horizon_trend,0.10529104978707449,0.5289419675796778,0.24787618401988323,-0.7560801098735815,0.13925911872576494,27.498126377584413,0.7807194586251929,60.0,-0.18598748441356405,0.06991276035219185,0.3939529695887812,-0.7560801098735815,0.09246739788444036,41.0,0.16049897787022505,0.7446837262665286,-0.4857570996382904,0.33040994766671966,19.0,0.07030995062139289,0.398815495073274,-0.7836493881654012,0.0897211835844028,0.10566060756560824,-0.3146985532132509,366.0,0.10553120868183385,-0.18840241569582872,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E4_X2,multi_horizon_trend,0.0895280390658284,0.48735822412215235,0.23168701317524376,-0.7278655184154867,0.12300079726365497,16.622689055244912,0.7301436542799478,116.0,-0.18698748441356405,0.04144721095057702,0.29201391104468505,-0.7278655184154867,0.05694350110279266,79.0,0.16573994577694995,0.7851872670301305,-0.3919813495501471,0.4228261012090486,37.0,0.049621106948342764,0.32583898676286294,-0.763640621419621,0.06497965869874271,0.09784253081022842,-0.2924628298520021,366.0,0.08673777235700564,-0.16614011590526423,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E4_X3,multi_horizon_trend,0.08343372582306974,0.47028294731215453,0.22474699786701605,-0.7270976046587013,0.11474900383179425,13.60685371378821,0.7106731568324824,180.0,-0.18698748441356405,0.04245980901669477,0.2981847878666331,-0.7270976046587013,0.05839629885264902,116.0,0.14784872847660235,0.7325339359984487,-0.39431855974689745,0.3749474246697962,64.0,0.036349924636533304,0.27215364966434324,-0.7726848833386168,0.04704365960865256,0.09646011880134864,-0.299056026473724,366.0,0.07620369162210106,-0.1624954139559126,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E5_X1,multi_horizon_trend,0.10254594964418828,0.5272910534760685,0.24053993559326128,-0.6677524514608073,0.1535688104474253,25.22278630625737,0.7500890419090586,48.0,-0.18598748441356405,0.07603098306304878,0.4227656199300017,-0.6677524514608073,0.11386103172922804,31.0,0.14350586970993295,0.6911010666409461,-0.4629318208249015,0.30999353091394505,17.0,0.07024494732512276,0.4033053931493394,-0.6943444052494496,0.10116729794904392,0.09284340788960233,-0.25670634069864173,366.0,0.09210015211342559,-0.1411371297825702,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E5_X2,multi_horizon_trend,0.08182587623878601,0.46447836210274546,0.22407184983670683,-0.5970343135535187,0.13705389184712424,12.898699750486097,0.6972575092009973,89.0,-0.18698748441356405,0.056266604810123466,0.35759655975494636,-0.5970343135535187,0.09424350248016303,57.0,0.12128410251251975,0.6249669279057781,-0.40600074493651284,0.2987287684200806,32.0,0.046701874552112166,0.3167794126615125,-0.6317288311110989,0.07392709063154812,0.07840312980421127,-0.2070080640511205,366.0,0.06691781520764772,-0.1190416246387368,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E5_X3,multi_horizon_trend,0.07414266067371766,0.439887807299161,0.21658404413069834,-0.5890213124901276,0.12587432593953948,9.949539839402352,0.6750563932090704,127.0,-0.18698748441356405,0.06551280402739934,0.4019187393197539,-0.5890213124901276,0.11122314700369587,77.0,0.08721395596342929,0.4973623727375179,-0.43327657632599714,0.20128933971683144,50.0,0.03523671111737681,0.26917204419133534,-0.6319216943110257,0.0557611986336295,0.06344008346623997,-0.2211085179414981,366.0,0.06121423825117733,-0.1079269840180529,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E6_X1,multi_horizon_trend,0.10187616052414739,0.5363594523925507,0.23122151238328076,-0.6106828864274042,0.16682334283205438,24.694953701075427,0.6991570699275792,39.0,-0.18598748441356405,0.08054425692572575,0.45003106089613437,-0.6106828864274042,0.13189211408382995,25.0,0.13463659030323938,0.6680921530359151,-0.354636924647186,0.3796462831307933,14.0,0.0725005127237699,0.4191093107013885,-0.6368349353024614,0.11384506204788555,0.08901508054163099,-0.22779182275892662,366.0,0.08626056204871613,-0.11638226825546183,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E6_X2,multi_horizon_trend,0.0789296478247592,0.46428371192026313,0.21328121517354923,-0.5249764685290912,0.15034892524975216,11.706221710364332,0.6400332423127152,66.0,-0.18698748441356405,0.05153932456763233,0.34488452359830135,-0.5249764685290912,0.09817454239813476,42.0,0.1213082970540762,0.6392907320086327,-0.4051359144398149,0.29942617460071463,24.0,0.04871563041158811,0.3306967593679535,-0.55618917827745,0.08758823852427915,0.08395178933166814,-0.18575768155828376,366.0,0.06387138939516823,-0.1098135024218444,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,MHT_E6_X3,multi_horizon_trend,0.06287833265967602,0.40111733086869356,0.20519357088872006,-0.6075408771692274,0.10349646422583278,6.69472324386298,0.6160512881396177,88.0,-0.18698748441356405,0.043326962638945865,0.31128013279314815,-0.6075408771692274,0.07131530447930232,51.0,0.09286042614892653,0.5338287160324913,-0.3713976325580345,0.2500296663426259,37.0,0.031155492701773868,0.2531498963432558,-0.640086996431058,0.04867384101768663,0.07058723971540615,-0.25099516824293777,366.0,0.048861746852379206,-0.14038855628259805,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E3_X0,time_series_momentum,0.1313633677422874,0.6074270145365783,0.25887736873298106,-0.5831050413576925,0.22528251074012845,61.177685894237804,0.8121809331592069,38.0,-0.18598748441356405,0.11268893871412655,0.5370407494192605,-0.5831050413576925,0.1932566702763252,25.0,0.1599481903685025,0.7191501608193287,-0.4394907607280747,0.3639398245904581,13.0,0.09740070035530568,0.48939337146790046,-0.619521727977431,0.1572191836972245,0.12483200527713545,-0.21598857710210573,366.0,0.11877220408660749,-0.10925126588469092,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E3_X1,time_series_momentum,0.09591915933332906,0.5137762682029878,0.23073172971663236,-0.6714868714559858,0.1428459191247439,20.432326186293917,0.7234951917369108,100.0,-0.18698748441356405,0.05424166829747468,0.34422083155049604,-0.6714868714559858,0.08077844944289439,70.0,0.161460881618817,0.7760079352866175,-0.3017100033086285,0.5351525632169831,30.0,0.0580729587094293,0.3609962430078855,-0.7096402665112613,0.08183436235224927,0.11517491871976437,-0.2687773909942621,366.0,0.0893241425996042,-0.1552587403675273,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E3_X2,time_series_momentum,0.053058475397934624,0.34884529620899035,0.21547778574348792,-0.70472046617153,0.07529010145849818,4.640341826901521,0.6611658553959396,271.0,-0.18698748441356405,0.03717356840219299,0.2774613799720686,-0.70472046617153,0.05274938104769742,163.0,0.0773160573382139,0.45995993517966854,-0.4736247111927495,0.1632432926557095,108.0,-0.0020785807803170853,0.09978160426317174,-0.7873362574337306,-0.0026400165884549495,0.07057527462668634,-0.27897525449606286,366.0,0.05386758274447856,-0.1777467069489881,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E4_X0,time_series_momentum,0.13405159755237572,0.6380408559484521,0.2444990101977409,-0.49008484477018577,0.27352732691670195,66.3168707113658,0.7420159088210851,28.0,-0.18598748441356405,0.12488018729714878,0.6016925156531434,-0.49008484477018577,0.2548134034948755,17.0,0.14795671432463187,0.6936688911631915,-0.3645500129674224,0.4058612235952762,11.0,0.10380550710484782,0.5271730157199588,-0.519297553417035,0.1998960064837513,0.10987891395900007,-0.15529869872774604,366.0,0.11987244549331422,-0.07263763050003635,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E4_X1,time_series_momentum,0.08915196825963334,0.504676291828092,0.21611987355186923,-0.5610103162487254,0.1589132421944761,16.4202826135871,0.650480826308916,65.0,-0.18698748441356405,0.06203856382219897,0.3880499449903129,-0.5610103162487254,0.1105836417359106,41.0,0.13107816839221909,0.679233860040314,-0.40513591443981556,0.32354122090968374,24.0,0.058445107886467174,0.3719045332697204,-0.6094103231145038,0.09590436142888534,0.09155985225892771,-0.20004939857629744,366.0,0.07348015686505516,-0.11946822982730498,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,TSMOM_E4_X2,time_series_momentum,0.059005477135343654,0.39026143781783246,0.19758096147072404,-0.550831270544363,0.10712078324280876,5.809952534441516,0.5785349637896237,124.0,-0.18698748441356405,0.061758767001142356,0.40050626191349853,-0.550831270544363,0.1121192101895537,67.0,0.05490772103097519,0.37448326627999073,-0.4603538813989232,0.11927285344944116,57.0,0.02418204089289766,0.220778673908016,-0.6050565597211948,0.03996657916417029,0.06097587671885707,-0.19231173948676328,366.0,0.04320544185071584,-0.11579086082135603,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F100_XMA10,breakout,-0.00734208094469968,0.015263953550765605,0.13730081147190076,-0.5896200846862509,-0.0124522232796845,-0.21853674300040626,0.36032292532351895,333.0,-0.09330006566508964,-0.020159275616114747,-0.0755987128820096,-0.5896200846862509,-0.03419027970670625,188.0,0.012166317377383162,0.15789225312518643,-0.3329312462449169,0.0365430325768617,145.0,-0.05730082440741879,-0.3519258574894463,-0.8872710778107709,-0.0645809672381087,-0.006149077349116239,-0.16993956891668016,366.0,-0.010415533546613231,-0.11488840170504133,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F100_XMA20,breakout,0.04234635471554471,0.3397940463087913,0.16001664916850405,-0.6031999873408209,0.07020284417151042,3.0060789460570163,0.4560132969250861,213.0,-0.09230006566508964,0.025124936511526696,0.23272569143467192,-0.6031999873408209,0.041652747080265715,122.0,0.06868966385206998,0.5187117902382525,-0.2198726310725032,0.3124066124874792,91.0,0.0012524410267538144,0.08884955051932189,-0.7396571869689788,0.0016932723007615984,0.042964655379232,-0.172601678200334,366.0,0.03619745826327769,-0.1310874684166793,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F100_XMA50,breakout,0.06490478136632372,0.419960261101465,0.19573442973337013,-0.5679894593804552,0.1142711018565728,7.201127361331444,0.5823340852427876,134.0,-0.10549282838265672,0.06834926074662184,0.43151578484136455,-0.5679894593804552,0.12033543865615928,76.0,0.05978053750184875,0.4020588268904241,-0.4003671465190497,0.14931429319714265,58.0,0.02853238735491681,0.24201812805977835,-0.6129938540437703,0.04654595990921547,0.060110965605498556,-0.19213768934676057,366.0,0.054371104875137966,-0.1144261789027583,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F100_XLOW10,breakout,0.053545541889687076,0.3955737553317098,0.16769512224213132,-0.6399054296105244,0.08367727387823123,4.728296147690273,0.48225097946099965,186.0,-0.09230006566508964,0.03865835294250064,0.30479878982181985,-0.6399054296105244,0.06041260341552325,104.0,0.0762528404973426,0.5490562418439482,-0.2550283861175062,0.2989974632165399,82.0,0.01445691867185217,0.16987477799936618,-0.7456240569628331,0.019389018550098634,0.0692308732605158,-0.2064075578547605,366.0,0.051343659996683555,-0.14029040652889135,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F100_XLOW20,breakout,0.05414493973660939,0.36389114602837225,0.20055122273031636,-0.6907466541095388,0.07838610496985927,4.83836266550488,0.5959871779650956,122.0,-0.10000986834446202,0.054103050431203004,0.36031672402731196,-0.6907466541095388,0.07832546145438632,69.0,0.05421903920249549,0.36982045071281683,-0.331212543194113,0.1636986289215486,53.0,0.01913028297973618,0.19532129732296322,-0.7481317206894353,0.025570741689854837,0.04932081207319261,-0.280221184346486,366.0,0.03918658574757006,-0.15521110964095208,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F200_XMA10,breakout,0.0005924891633661833,0.07027435633143314,0.13078348341898255,-0.4431483592542085,0.0013369995645776647,0.020017729179517607,0.3446515493292176,314.0,-0.09330006566508964,-0.004696530784441322,0.03089407551588393,-0.4431434324787875,-0.010598218184506517,171.0,0.008566322927807901,0.13114643875327306,-0.3039793117545915,0.028180611629003434,143.0,-0.047102401103293334,-0.29522362740833247,-0.847050834240699,-0.05560752578151485,-0.006143706882639599,-0.10259580376708555,366.0,-0.004018377669045947,-0.05942375247175713,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F200_XMA20,breakout,0.036882928811150295,0.316362566338854,0.15067229312440367,-0.5326957682076792,0.0692382613348844,2.3600692599654574,0.43416834856939335,203.0,-0.09230006566508964,0.02333424260305761,0.22685536915263765,-0.5326957682076792,0.04380406978183543,113.0,0.05751817525632763,0.4607764544230828,-0.2583327241643205,0.22265152602092106,90.0,-0.0020991400654226666,0.06268254928604486,-0.7541821674954434,-0.0027833329345265233,0.014534468298493142,-0.12061047989939788,366.0,0.008787972361619767,-0.07475617728413031,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F200_XMA50,breakout,0.05768670347777105,0.3965065300332446,0.18502150269075746,-0.4725617815882537,0.12207229980361356,5.53184290115048,0.5517036685266532,129.0,-0.10549282838265672,0.06218733056417336,0.41943189591302527,-0.4725617815882537,0.1315961912010007,72.0,0.0509940283174497,0.3621824312565585,-0.4130112763326874,0.12346885240095277,57.0,0.023186595752918038,0.21694160010404748,-0.5565327452392915,0.041662590299064134,0.04386098520748993,-0.16062938880543376,366.0,0.04764984503775327,-0.07836232397354159,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F200_XLOW10,breakout,0.046704902538368565,0.3687600147931725,0.15790659069058674,-0.49322980678382167,0.09469197095551632,3.60637802730953,0.45910008310578176,177.0,-0.09230006566508964,0.039651199461954834,0.32058317096703104,-0.49322980678382167,0.08039092308817745,95.0,0.05736835101045834,0.44799898713564906,-0.3208033367669826,0.17882716429514006,82.0,0.009714583848420277,0.1408214415590355,-0.696662272535631,0.013944466682632686,0.028462854902839285,-0.10121880068839095,366.0,0.016300447449913436,-0.06974073326050456,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK20_F200_XLOW20,breakout,0.04556367798818384,0.3301965385342149,0.19005652875052548,-0.5555584076042772,0.0820141993434446,3.4412606442500158,0.5667814317938976,116.0,-0.10000986834446202,0.05219407034679291,0.3627663559988662,-0.5555584076042772,0.09394884432020081,63.0,0.035721166199444765,0.28100168446971885,-0.3590114804001212,0.09949867385754137,53.0,0.012513611488190302,0.1611914098403694,-0.7468755103399961,0.016754614811903254,0.03183779438597811,-0.18431032605636866,366.0,0.014568545809746758,-0.07499915364844023,342.0,1993-01-29,2026-07-17,0.05
SPY,index,2,BRK50_F100_XMA10,breakout,-0.013126775081059083,-0.04687618118227722,0.1221242955786472,-0.5830832754337073,-0.022512693527858715,-0.35735110551787463,0.3001305947999525,281.0,-0.09330006566508964,-0.020153913211774954,-0.09893035958435446,-0.5771326901761125,-0.03492076181930532,151.0,-0.002510909052070076,0.03713874968333383,-0.3548601666058998,-0.007075770369173721,130.0,-0.05513450339748527,-0.39306341766154845,-0.8716725555684963,-0.06325139302054437,-0.015486581196219651,-0.1289113374447668,366.0,-0.017894032742114485,-0.09605233332118679,342.0,1993-01-29,2026-07-17,0.05
